,id,country,continent,date_of_birth,date_of_death,weight,gender,type,habitat
4733,ELF0004733,Botswana,Africa,11.05.1975,07.11.2005,5677,male,African,natural
4734,ELF0004734,Tanzania,Africa,30.01.1986,18.09.2008,7414,male,African,natural
4735,ELF0004735,Zimbabwe,Africa,30.03.1972,24.09.1991,5896,male,African,natural
4736,ELF0004736,Botswana,Africa,13.04.1993,10.01.2024,687,female,African,natural
4737,ELF0004737,Botswana,Africa,04.08.1974,03.04.2008,3286,female,African,natural
4738,ELF0004738,Botswana,Africa,29.06.2001,,2905,female,Asian,natural
4739,ELF0004739,South Africa,Africa,12.06.1991,,2902,female,African,natural
4740,ELF0004740,Sri Lanka,Asia,08.03.2006,,4328,male,Asian,natural
4741,ELF0004741,South Africa,Africa,20.09.2000,,4479,male,African,natural
4742,ELF0004742,Zimbabwe,Africa,01.07.2020,,2765,female,African,natural
4743,ELF0004743,Botswana,Africa,22.05.1992,08.02.2015,756,female,African,natural
4744,ELF0004744,Myanmar,Asia,11.02.2024,,5787,male,Asian,natural
4745,ELF0004745,Zimbabwe,Africa,03.08.1992,,1732,female,African,natural
4746,ELF0004746,South Africa,Africa,04.12.1972,25.09.2001,6394,male,African,natural
4747,ELF0004747,Botswana,Africa,27.01.2019,,2202,female,African,natural
4748,ELF0004748,Botswana,Africa,20.04.1988,24.01.2022,5745,male,Asian,natural
4749,ELF0004749,Zimbabwe,Africa,28.07.1998,,2191,female,African,natural
4750,ELF0004750,Zimbabwe,Africa,29.03.1983,13.04.2014,1301,female,African,natural
4751,ELF0004751,DR Congo,Africa,18.06.1989,14.05.2015,1927,male,African,natural
4752,ELF0004752,India,Asia,24.10.2021,,2118,male,Asian,natural
4753,ELF0004753,Botswana,Africa,30.08.2007,,2998,female,African,natural
4754,ELF0004754,Kenya,Africa,06.10.2001,,4214,male,African,natural
4755,ELF0004755,Angola,Africa,27.09.2002,07.09.2023,4795,male,African,natural
4756,ELF0004756,Botswana,Africa,14.10.1989,16.06.2022,1984,female,African,natural
4757,ELF0004757,Zambia,Africa,10.04.1985,01.01.2016,1392,female,African,natural
4758,ELF0004758,Laos,Asia,04.03.1978,01.01.2010,5784,male,Asian,natural
4759,ELF0004759,Tanzania,Africa,03.04.1993,15.08.2021,3245,male,African,natural
4760,ELF0004760,Tanzania,Africa,23.07.1987,06.10.2011,2409,female,African,natural
4761,ELF0004761,Gabon,Africa,19.06.2022,,4294,female,African,natural
4762,ELF0004762,Zimbabwe,Africa,15.10.1998,,3578,female,African,natural
4763,ELF0004763,Tanzania,Africa,12.10.2008,,3645,female,African,natural
4764,ELF0004764,Kenya,Africa,01.10.1984,10.09.2006,3298,female,African,natural
4765,ELF0004765,South Africa,Africa,23.11.1977,02.01.2016,2751,female,African,natural
4766,ELF0004766,Zimbabwe,Africa,20.11.1974,12.09.1998,3740,female,African,natural
4767,ELF0004767,DR Congo,Africa,24.09.2011,,6036,male,African,natural
4768,ELF0004768,Botswana,Africa,02.01.1984,07.08.2018,2429,female,African,natural
4769,ELF0004769,Mozambique,Africa,31.05.1975,11.11.1999,5306,male,African,natural
4770,ELF0004770,Botswana,Africa,11.08.1979,10.12.2004,3697,male,African,natural
4771,ELF0004771,Zimbabwe,Africa,24.11.2015,,1831,female,African,natural
4772,ELF0004772,Botswana,Africa,19.07.1998,,6976,male,African,natural
4773,ELF0004773,Zimbabwe,Africa,25.02.1992,15.02.2017,2206,male,African,natural
4774,ELF0004774,South Africa,Africa,14.01.1999,,4675,male,African,natural
4775,ELF0004775,Tanzania,Africa,15.05.1970,08.08.2008,4239,male,African,natural
4776,ELF0004776,Botswana,Africa,27.03.1970,06.05.2000,140,female,African,natural
4777,ELF0004777,Botswana,Africa,07.12.1982,06.01.2016,2524,female,African,natural
4778,ELF0004778,Cameroon,Africa,15.06.1993,,5196,male,African,natural
4779,ELF0004779,South Africa,Africa,29.12.2002,,6780,male,Asian,natural
4780,ELF0004780,Botswana,Africa,19.07.2010,,403,female,African,natural
4781,ELF0004781,Gabon,Africa,12.05.1977,26.03.2004,3233,female,African,natural
4782,ELF0004782,Angola,Africa,19.08.1996,,2772,female,African,natural
4783,ELF0004783,Botswana,Africa,04.05.1976,28.10.2015,3540,female,African,natural
4784,ELF0004784,Zimbabwe,Africa,03.01.1983,31.01.2006,4968,male,African,natural
4785,ELF0004785,Botswana,Africa,05.07.1999,,3130,female,African,natural
4786,ELF0004786,Angola,Africa,24.07.2002,,5240,male,African,natural
4787,ELF0004787,Zimbabwe,Africa,09.04.1986,18.11.2016,4671,male,African,natural
4788,ELF0004788,Kenya,Africa,28.01.1975,18.04.2010,1529,female,African,natural
4789,ELF0004789,Namibia,Africa,18.12.1979,22.12.2011,2748,female,African,natural
4790,ELF0004790,Botswana,Africa,17.08.1991,22.10.2013,3899,female,African,natural
4791,ELF0004791,Tanzania,Africa,15.01.1983,01.05.2013,-6,female,African,natural
4792,ELF0004792,DR Congo,Africa,08.03.2013,,3451,female,African,natural
4793,ELF0004793,India,Asia,29.05.2005,,2778,female,Asian,natural
4794,ELF0004794,Botswana,Africa,25.01.1989,09.12.2016,2639,female,African,natural
4795,ELF0004795,Zambia,Africa,30.05.1977,11.03.2000,3774,male,African,natural
4796,ELF0004796,India,Asia,24.03.1973,27.11.1996,6066,male,Asian,natural
4797,ELF0004797,Botswana,Africa,19.09.2014,,4230,male,African,natural
4798,ELF0004798,Zimbabwe,Africa,26.11.2000,,3541,female,African,natural
4799,ELF0004799,Botswana,Africa,14.03.2014,,2692,female,African,natural
4800,ELF0004800,South Africa,Africa,27.08.2018,,2817,female,African,natural
4801,ELF0004801,Botswana,Africa,12.07.1991,06.08.2024,6228,male,African,natural
4802,ELF0004802,Cameroon,Africa,30.03.1991,,2634,female,African,natural
4803,ELF0004803,Gabon,Africa,29.06.1975,14.09.2006,4358,male,African,natural
4804,ELF0004804,Kenya,Africa,26.07.1986,27.06.2012,3513,male,African,natural
4805,ELF0004805,Botswana,Africa,06.05.2017,,6004,male,African,natural
4806,ELF0004806,Zimbabwe,Africa,13.02.1976,12.01.2005,6252,male,African,natural
4807,ELF0004807,Botswana,Africa,16.08.1979,01.04.2009,4016,male,African,natural
4808,ELF0004808,Mozambique,Africa,21.11.1995,,4597,male,African,natural
4809,ELF0004809,Zimbabwe,Africa,26.07.1989,28.09.2009,3482,male,African,natural
4810,ELF0004810,Botswana,Africa,27.07.1999,,5802,male,African,natural
4811,ELF0004811,Malawi,Africa,23.01.1990,09.09.2014,3388,female,African,natural
4812,ELF0004812,Zimbabwe,Africa,12.05.2020,,4479,male,African,zoological garden
4813,ELF0004813,Zimbabwe,Africa,03.05.1996,,4523,male,African,natural
4814,ELF0004814,Botswana,Africa,18.06.1973,05.06.2004,4789,male,Asian,natural
4815,ELF0004815,Zimbabwe,Africa,17.01.1987,16.05.2019,3377,female,Asian,natural
4816,ELF0004816,Zimbabwe,Africa,15.03.1973,13.08.1999,1333,female,African,natural
4817,ELF0004817,Kenya,Africa,18.02.1977,18.03.2017,3572,female,African,natural
4818,ELF0004818,Zimbabwe,Africa,06.09.1992,,2909,female,African,natural
4819,ELF0004819,Tanzania,Africa,29.03.2004,,6414,male,African,natural
4820,ELF0004820,Botswana,Africa,18.02.1972,25.02.2002,4837,female,African,natural
4821,ELF0004821,Botswana,Africa,13.03.1972,08.11.2000,4724,male,African,natural
4822,ELF0004822,South Africa,Africa,29.05.2013,,4796,male,African,natural
4823,ELF0004823,Thailand,Asia,05.09.1990,14.12.2017,3606,female,Asian,natural
4824,ELF0004824,Gabon,Africa,15.04.2019,,3440,female,Asian,natural
4825,ELF0004825,Botswana,Africa,16.12.1985,05.01.2012,6755,male,Asian,natural
4826,ELF0004826,Tanzania,Africa,30.07.1990,24.09.2023,3434,female,African,natural
4827,ELF0004827,Zimbabwe,Africa,05.06.2008,,3144,female,African,natural
4828,ELF0004828,Botswana,Africa,06.01.2001,,4973,female,African,natural
4829,ELF0004829,Tanzania,Africa,12.06.1981,05.11.2011,2550,female,African,natural
4830,ELF0004830,Botswana,Africa,17.08.2006,,3014,male,African,natural
4831,ELF0004831,Cambodia,Asia,07.12.1976,24.05.2009,4009,male,Asian,natural
4832,ELF0004832,Zimbabwe,Africa,02.10.2012,,6322,male,African,natural
4833,ELF0004833,Botswana,Africa,23.12.1994,27.01.2023,4538,male,African,natural
4834,ELF0004834,Tanzania,Africa,19.08.1988,13.03.2011,5852,male,African,natural
4835,ELF0004835,Tanzania,Africa,26.10.2007,,6766,male,African,natural
4836,ELF0004836,Tanzania,Africa,25.01.2011,,3404,male,African,natural
4837,ELF0004837,India,Asia,09.12.1990,,3500,female,Asian,natural
4838,ELF0004838,Botswana,Africa,14.09.1976,01.09.2007,3442,male,African,natural
4839,ELF0004839,Gabon,Africa,01.06.1989,19.09.2018,5231,male,African,natural
4840,ELF0004840,Sri Lanka,Asia,17.03.1976,27.10.2005,2148,female,Asian,natural
4841,ELF0004841,Botswana,Africa,17.07.1994,,4894,male,African,natural
4842,ELF0004842,South Africa,Africa,29.05.1996,,8775,male,African,natural
4843,ELF0004843,Botswana,Africa,29.05.1974,08.08.2009,5614,male,African,natural
4844,ELF0004844,Tanzania,Africa,04.11.2007,,4696,male,African,natural
4845,ELF0004845,Zimbabwe,Africa,02.12.1985,14.03.2017,6533,male,African,natural
4846,ELF0004846,Mozambique,Africa,13.11.2009,,7959,male,African,natural
4847,ELF0004847,Mozambique,Africa,21.10.2024,,4581,male,African,natural
4848,ELF0004848,Botswana,Africa,12.11.1989,14.07.2013,2593,female,Asian,natural
4849,ELF0004849,Botswana,Africa,10.03.1982,09.04.2020,4427,male,African,natural
4850,ELF0004850,Tanzania,Africa,27.01.1984,28.07.2016,4852,male,African,natural
4851,ELF0004851,Zimbabwe,Africa,06.03.1994,02.11.2014,4167,male,African,natural
4852,ELF0004852,Thailand,Asia,07.02.2010,,2471,male,Asian,natural
4853,ELF0004853,Botswana,Africa,18.11.1988,,2722,male,African,natural
4854,ELF0004854,Cameroon,Africa,16.07.1977,29.04.2006,1671,female,African,natural
4855,ELF0004855,Zimbabwe,Africa,04.03.2005,,3497,female,African,natural
4856,ELF0004856,Botswana,Africa,17.04.1974,17.02.1991,5959,male,African,natural
4857,ELF0004857,Namibia,Africa,17.10.2015,,4778,male,African,natural
4858,ELF0004858,Botswana,Africa,27.11.2009,,5618,male,African,natural
4859,ELF0004859,Botswana,Africa,28.09.1986,29.12.2011,5242,male,African,natural
4860,ELF0004860,Tanzania,Africa,27.04.1991,18.07.2021,1984,female,African,natural
4861,ELF0004861,Tanzania,Africa,29.11.1987,10.04.2009,1344,female,African,natural
4862,ELF0004862,Sri Lanka,Asia,20.04.1976,11.12.2003,3631,male,Asian,natural
4863,ELF0004863,Zambia,Africa,27.09.1981,31.12.2014,7184,male,African,natural
4864,ELF0004864,Tanzania,Africa,07.01.2003,,5584,male,African,natural
4865,ELF0004865,Namibia,Africa,30.10.1990,12.10.2024,1387,female,Asian,natural
4866,ELF0004866,Namibia,Africa,22.03.2007,,3090,male,African,natural
4867,ELF0004867,Cameroon,Africa,12.04.1985,14.01.2013,3663,female,African,natural
4868,ELF0004868,Zimbabwe,Africa,22.09.1974,15.06.2000,7066,male,African,natural
4869,ELF0004869,India,Asia,01.10.1995,08.02.2021,1708,female,Asian,natural
4870,ELF0004870,Tanzania,Africa,01.06.1973,12.12.2003,1642,female,African,natural
4871,ELF0004871,Kenya,Africa,30.06.1978,21.08.2009,3797,female,African,natural
4872,ELF0004872,Namibia,Africa,03.04.2002,,5056,male,African,natural
4873,ELF0004873,Botswana,Africa,24.08.2012,,4190,female,African,natural
4874,ELF0004874,Botswana,Africa,21.04.1999,,2164,male,African,natural
4875,ELF0004875,Zambia,Africa,06.06.1999,,5912,male,African,natural
4876,ELF0004876,Zimbabwe,Africa,22.11.1998,,3628,male,Asian,natural
4877,ELF0004877,Tanzania,Africa,16.12.2019,,2272,male,African,natural
4878,ELF0004878,Botswana,Africa,12.11.2019,,1634,female,African,natural
4879,ELF0004879,DR Congo,Africa,20.11.1995,,3315,male,African,natural
4880,ELF0004880,Botswana,Africa,10.04.2002,,3651,female,African,natural
4881,ELF0004881,Zimbabwe,Africa,04.01.2022,,2738,female,African,natural
4882,ELF0004882,Botswana,Africa,24.12.2005,,4256,male,African,natural
4883,ELF0004883,Zimbabwe,Africa,20.08.1984,,4859,male,African,natural
4884,ELF0004884,South Africa,Africa,04.10.2020,,2999,male,African,natural
4885,ELF0004885,Sri Lanka,Asia,11.07.1998,,5537,male,Asian,natural
4886,ELF0004886,Zambia,Africa,23.03.2019,,6385,male,African,natural
4887,ELF0004887,Zambia,Africa,10.03.1994,18.03.2018,5840,male,African,natural
4888,ELF0004888,Zimbabwe,Africa,13.04.1982,15.11.2019,4610,female,African,natural
4889,ELF0004889,Zimbabwe,Africa,14.08.1976,29.10.2005,3080,male,African,natural
4890,ELF0004890,Tanzania,Africa,01.01.1999,,1402,female,African,natural
4891,ELF0004891,Myanmar,Asia,31.03.2019,,4114,male,Asian,natural
4892,ELF0004892,Zimbabwe,Africa,22.01.2004,,3074,male,African,natural
4893,ELF0004893,Zimbabwe,Africa,02.07.1975,30.05.2005,7143,male,Asian,natural
4894,ELF0004894,Vietnam,Asia,29.01.2020,,5473,male,African,natural
4895,ELF0004895,Tanzania,Africa,02.07.1990,29.06.2007,2808,female,African,natural
4896,ELF0004896,Zimbabwe,Africa,14.05.1990,,4147,male,African,natural
4897,ELF0004897,Zimbabwe,Africa,22.08.2024,,4152,male,African,natural
4898,ELF0004898,Namibia,Africa,31.07.2003,,7951,male,African,natural
4899,ELF0004899,Mozambique,Africa,15.11.1976,19.03.2007,3753,female,African,natural
4900,ELF0004900,South Africa,Africa,13.04.1995,,2160,female,Asian,natural
4901,ELF0004901,India,Asia,31.03.1992,17.10.2015,2669,female,Asian,natural
4902,ELF0004902,Zimbabwe,Africa,05.08.1982,26.04.2003,1978,female,African,natural
4903,ELF0004903,Zimbabwe,Africa,25.05.2023,,4633,male,African,natural
4904,ELF0004904,Gabon,Africa,10.01.2011,,5277,male,African,natural
4905,ELF0004905,India,Asia,05.08.2012,,2417,female,Asian,natural
4906,ELF0004906,Botswana,Africa,19.03.1983,24.09.2009,4181,male,African,natural
4907,ELF0004907,Zimbabwe,Africa,05.09.2016,,3939,male,African,natural
4908,ELF0004908,Zimbabwe,Africa,25.04.2004,,573,female,African,natural
4909,ELF0004909,Cameroon,Africa,30.12.1988,28.10.2016,5890,male,African,natural
4910,ELF0004910,Botswana,Africa,14.08.2002,,2174,female,African,natural
4911,ELF0004911,Zimbabwe,Africa,15.01.2024,,1883,female,African,natural
4912,ELF0004912,Gabon,Africa,23.03.1984,24.04.2021,5601,male,African,natural
4913,ELF0004913,Malawi,Africa,03.07.1985,21.12.2020,2272,female,African,natural
4914,ELF0004914,Gabon,Africa,07.02.1994,08.10.2021,3942,male,African,natural
4915,ELF0004915,Botswana,Africa,27.05.2011,,3763,male,African,natural
4916,ELF0004916,Tanzania,Africa,11.06.2006,,2137,female,African,natural
4917,ELF0004917,Zimbabwe,Africa,06.03.1993,,3193,female,African,natural
4918,ELF0004918,Zimbabwe,Africa,25.02.1992,17.01.2020,3058,female,African,natural
4919,ELF0004919,Tanzania,Africa,31.08.2003,,4431,male,African,natural
4920,ELF0004920,India,Asia,28.07.1970,09.04.1998,3105,female,Asian,natural
4921,ELF0004921,Tanzania,Africa,29.12.1986,24.11.2008,7718,male,African,natural
4922,ELF0004922,Tanzania,Africa,13.05.1994,,3397,female,African,natural
4923,ELF0004923,Botswana,Africa,18.05.1972,31.08.2005,2761,female,African,natural
4924,ELF0004924,Kenya,Africa,12.09.2003,,3210,female,African,natural
4925,ELF0004925,Botswana,Africa,02.08.2010,,4611,male,African,natural
4926,ELF0004926,Tanzania,Africa,12.04.1990,23.12.2011,5670,male,African,natural
4927,ELF0004927,Botswana,Africa,15.10.2015,,3783,female,African,natural
4928,ELF0004928,Botswana,Africa,12.09.1976,04.10.2005,4719,female,African,natural
4929,ELF0004929,Botswana,Africa,22.01.1983,20.05.2013,1349,female,African,natural
4930,ELF0004930,DR Congo,Africa,13.02.2016,,1871,female,African,natural
4931,ELF0004931,Uganda,Africa,26.11.2012,,1388,female,African,natural
4932,ELF0004932,Botswana,Africa,07.12.1972,10.01.2006,6646,male,Asian,natural
4933,ELF0004933,Zimbabwe,Africa,25.02.2004,,7394,male,African,natural
4934,ELF0004934,Tanzania,Africa,30.07.2005,,6735,male,African,natural
4935,ELF0004935,Zambia,Africa,25.04.2022,,1814,female,African,natural
4936,ELF0004936,Botswana,Africa,25.02.2005,,2519,female,African,natural
4937,ELF0004937,Zimbabwe,Africa,17.11.1999,,4250,male,African,natural
4938,ELF0004938,Botswana,Africa,14.01.2005,,4752,male,African,natural
4939,ELF0004939,Namibia,Africa,03.02.2001,,2182,female,African,natural
4940,ELF0004940,Botswana,Africa,23.02.2003,,3425,female,African,natural
4941,ELF0004941,Botswana,Africa,03.02.2019,,3372,female,African,natural
4942,ELF0004942,Zimbabwe,Africa,29.11.1977,16.10.2014,5354,male,African,natural
4943,ELF0004943,Tanzania,Africa,22.12.1980,15.01.2014,2688,female,African,natural
4944,ELF0004944,Tanzania,Africa,25.09.1981,17.03.2012,1741,female,Asian,natural
4945,ELF0004945,Tanzania,Africa,14.02.1986,25.06.2008,5059,male,African,natural
4946,ELF0004946,Zimbabwe,Africa,28.05.1985,24.03.2024,1618,female,African,natural
4947,ELF0004947,Zimbabwe,Africa,22.04.1982,08.12.2008,3455,female,African,natural
4948,ELF0004948,Botswana,Africa,23.10.2010,,3839,female,African,natural
4949,ELF0004949,Tanzania,Africa,15.07.1981,10.10.2011,3958,male,African,natural
4950,ELF0004950,Botswana,Africa,13.02.1986,13.05.2020,5918,male,African,natural
4951,ELF0004951,DR Congo,Africa,18.06.1975,02.07.2004,923,female,African,natural
4952,ELF0004952,Botswana,Africa,17.09.1988,07.06.2020,4049,male,African,natural
4953,ELF0004953,Tanzania,Africa,25.08.1996,,3262,female,African,natural
4954,ELF0004954,Kenya,Africa,07.06.1989,14.09.2019,4598,male,Asian,natural
4955,ELF0004955,South Africa,Africa,25.03.2014,,2823,female,African,natural
4956,ELF0004956,Tanzania,Africa,26.10.2012,,1949,female,African,natural
4957,ELF0004957,Zimbabwe,Africa,20.07.2021,,3746,female,African,natural
4958,ELF0004958,Zambia,Africa,16.10.2002,,3067,female,African,natural
4959,ELF0004959,Zimbabwe,Africa,06.02.1989,21.05.2023,3462,male,African,natural
4960,ELF0004960,Botswana,Africa,12.10.2005,,2698,female,African,natural
4961,ELF0004961,Zimbabwe,Africa,23.07.1996,24.02.2021,867,female,African,natural
4962,ELF0004962,Zimbabwe,Africa,09.08.2023,,1472,female,African,natural
4963,ELF0004963,Tanzania,Africa,03.04.1992,03.03.2020,5377,male,African,natural
4964,ELF0004964,Botswana,Africa,19.11.2004,,2894,female,African,zoological garden
4965,ELF0004965,Namibia,Africa,12.08.1995,12.11.2016,6802,male,African,natural
4966,ELF0004966,Gabon,Africa,25.05.2009,,5319,male,African,natural
4967,ELF0004967,Zambia,Africa,17.04.1975,20.04.2009,2492,female,African,natural
4968,ELF0004968,Zimbabwe,Africa,02.03.1980,21.08.2010,5774,male,Asian,natural
4969,ELF0004969,Gabon,Africa,04.05.1975,20.09.2010,1493,female,African,natural
4970,ELF0004970,Zimbabwe,Africa,27.01.1988,06.11.2016,3124,female,Asian,natural
4971,ELF0004971,Uganda,Africa,07.12.1987,18.01.2020,1204,female,African,natural
4972,ELF0004972,South Africa,Africa,05.08.2020,,5097,male,African,natural
4973,ELF0004973,Botswana,Africa,23.02.2000,,3837,female,Asian,natural
4974,ELF0004974,Botswana,Africa,16.04.2003,,5240,male,African,natural
4975,ELF0004975,Botswana,Africa,03.09.1980,01.04.2010,1998,female,African,natural
4976,ELF0004976,South Africa,Africa,05.06.1976,28.01.2005,4992,male,African,natural
4977,ELF0004977,Tanzania,Africa,25.11.2007,,2912,female,African,natural
4978,ELF0004978,Botswana,Africa,22.12.1985,15.03.2014,2375,female,African,natural
4979,ELF0004979,Botswana,Africa,09.10.1993,06.05.2024,5492,male,African,natural
4980,ELF0004980,Tanzania,Africa,16.02.1978,01.06.2004,3591,female,African,natural
4981,ELF0004981,Botswana,Africa,15.01.1975,06.11.2003,2831,female,African,natural
4982,ELF0004982,Zimbabwe,Africa,28.12.1974,13.12.1994,3020,male,African,natural
4983,ELF0004983,Botswana,Africa,31.03.2006,,5949,male,African,natural
4984,ELF0004984,Zimbabwe,Africa,02.02.1977,03.07.1999,1766,female,African,natural
4985,ELF0004985,Zimbabwe,Africa,20.02.2005,,6446,male,African,natural
4986,ELF0004986,Kenya,Africa,25.06.2014,,6483,male,African,natural
4987,ELF0004987,Tanzania,Africa,04.03.2020,,1779,female,African,natural
4988,ELF0004988,Slovenia,,25.06.1981,03.08.2013,3406,female,Asian,zoological garden
4989,ELF0004989,Tanzania,Africa,08.02.2023,,1381,female,African,natural
4990,ELF0004990,Angola,Africa,17.11.1977,23.03.2003,5197,male,Asian,natural
4991,ELF0004991,Zimbabwe,Africa,03.01.1994,21.12.2017,2245,male,African,natural
4992,ELF0004992,Zimbabwe,Africa,18.02.2004,,3430,female,African,natural
4993,ELF0004993,Botswana,Africa,09.12.1995,19.09.2019,4757,male,African,natural
4994,ELF0004994,Zambia,Africa,16.06.2016,,6533,male,African,natural
4995,ELF0004995,Zimbabwe,Africa,19.01.1983,30.07.2022,3559,female,African,natural
4996,ELF0004996,Botswana,Africa,14.02.2021,,8184,male,African,natural
4997,ELF0004997,Nepal,Asia,14.12.1979,07.05.2007,3407,female,Asian,natural
4998,ELF0004998,Namibia,Africa,26.02.1978,25.08.1999,5622,male,African,natural
4999,ELF0004999,Botswana,Africa,04.06.1991,,5348,male,African,natural
5000,ELF0005000,Botswana,Africa,09.05.1991,02.12.2020,2688,female,African,natural
5001,ELF0005001,South Africa,Africa,17.03.1972,01.03.2007,2976,female,African,natural
5002,ELF0005002,Zimbabwe,Africa,14.03.2011,,1842,female,African,natural
5003,ELF0005003,Tanzania,Africa,29.08.2013,,5051,male,African,natural
5004,ELF0005004,Zimbabwe,Africa,12.01.1977,01.04.2003,6500,male,African,natural
5005,ELF0005005,Kenya,Africa,16.04.1978,22.03.2014,3994,female,African,natural
5006,ELF0005006,Zimbabwe,Africa,07.11.2009,,4856,male,African,natural
5007,ELF0005007,Botswana,Africa,20.04.1994,,1003,male,African,natural
5008,ELF0005008,Botswana,Africa,20.08.1973,01.10.1997,3845,male,African,natural
5009,ELF0005009,Namibia,Africa,09.12.2012,,4688,male,African,natural
5010,ELF0005010,Angola,Africa,01.04.1987,09.04.2021,5011,female,Asian,natural
5011,ELF0005011,Kenya,Africa,19.09.1996,,4050,female,African,natural
5012,ELF0005012,Gabon,Africa,15.01.2007,,6779,male,African,natural
5013,ELF0005013,Botswana,Africa,17.11.1996,,3114,male,African,natural
5014,ELF0005014,Botswana,Africa,03.11.1976,13.02.2009,3723,male,African,natural
5015,ELF0005015,Tanzania,Africa,27.02.1975,17.10.2005,2855,female,African,natural
5016,ELF0005016,Namibia,Africa,23.01.1978,29.11.2006,1433,female,African,natural
5017,ELF0005017,Zimbabwe,Africa,12.07.1996,,6086,male,Asian,natural
5018,ELF0005018,Tanzania,Africa,11.01.2009,,1732,female,African,natural
5019,ELF0005019,Zimbabwe,Africa,04.10.2008,,6917,male,Asian,natural
5020,ELF0005020,Botswana,Africa,06.01.1986,,5163,male,African,natural
5021,ELF0005021,Zimbabwe,Africa,14.12.2015,,2316,female,African,natural
5022,ELF0005022,India,Asia,04.05.1990,30.05.2020,3718,female,African,natural
5023,ELF0005023,Botswana,Africa,09.02.2014,,4878,male,African,natural
5024,ELF0005024,South Africa,Africa,15.09.1998,15.11.2022,2641,female,African,natural
5025,ELF0005025,Botswana,Africa,20.07.2016,,1721,female,African,natural
5026,ELF0005026,Botswana,Africa,19.05.2012,,3541,female,African,natural
5027,ELF0005027,Kenya,Africa,05.07.1986,28.09.2015,2507,female,African,natural
5028,ELF0005028,DR Congo,Africa,18.12.2010,,6433,male,African,natural
5029,ELF0005029,Botswana,Africa,18.05.2001,,4507,male,African,natural
5030,ELF0005030,Tanzania,Africa,19.08.2001,,7311,male,African,natural
5031,ELF0005031,Botswana,Africa,25.02.2022,,3022,female,African,natural
5032,ELF0005032,Botswana,Africa,25.06.1972,18.07.2003,4129,male,African,natural
5033,ELF0005033,Tanzania,Africa,12.02.1993,21.07.2017,5809,male,African,natural
5034,ELF0005034,Malawi,Africa,03.09.1994,02.03.2013,105,female,African,natural
5035,ELF0005035,Angola,Africa,30.01.1979,15.10.2005,3262,female,African,natural
5036,ELF0005036,Myanmar,Asia,02.05.2014,,1039,female,Asian,natural
5037,ELF0005037,Namibia,Africa,26.12.1995,,2535,female,African,natural
5038,ELF0005038,Gabon,Africa,18.08.1976,23.05.2004,4060,male,African,natural
5039,ELF0005039,Zimbabwe,Africa,02.05.1982,16.07.2005,3981,male,African,natural
5040,ELF0005040,India,Asia,30.08.1988,12.12.2019,3529,male,Asian,natural
5041,ELF0005041,Angola,Africa,28.11.2005,,4932,male,African,natural
5042,ELF0005042,Botswana,Africa,20.01.1984,05.12.2013,2888,female,African,natural
5043,ELF0005043,Botswana,Africa,15.12.2003,,5599,male,African,natural
5044,ELF0005044,Zimbabwe,Africa,14.09.1986,30.04.2020,3049,female,African,natural
5045,ELF0005045,Botswana,Africa,02.01.1993,,2147,male,African,natural
5046,ELF0005046,Botswana,Africa,09.06.1979,13.08.2000,7468,male,African,natural
5047,ELF0005047,North Macedonia,Europe,17.06.2011,,3241,male,African,zoological garden
5048,ELF0005048,Cameroon,Africa,06.02.1993,,5525,male,African,natural
5049,ELF0005049,Zimbabwe,Africa,03.07.1978,09.10.2005,3249,male,African,natural
5050,ELF0005050,Zimbabwe,Africa,26.11.1981,13.04.2007,3044,male,African,natural
5051,ELF0005051,Zimbabwe,Africa,04.05.1986,21.11.2016,5406,male,African,natural
5052,ELF0005052,Botswana,Africa,03.12.1974,30.04.2010,3395,female,African,natural
5053,ELF0005053,India,Asia,27.01.1993,17.12.2021,5603,female,African,natural
5054,ELF0005054,Zimbabwe,Africa,11.06.1991,16.10.2019,3428,female,African,natural
5055,ELF0005055,Zimbabwe,Africa,10.01.1992,,6091,male,African,natural
5056,ELF0005056,Botswana,Africa,12.05.1978,04.03.2000,1481,female,Asian,natural
5057,ELF0005057,Namibia,Africa,06.02.1981,24.05.2022,4519,female,African,natural
5058,ELF0005058,Botswana,Africa,29.08.1979,12.10.2007,2104,female,African,natural
5059,ELF0005059,Mozambique,Africa,23.02.1973,07.10.2005,6064,male,Asian,natural
5060,ELF0005060,Zimbabwe,Africa,25.02.1979,28.03.2007,6601,male,African,natural
5061,ELF0005061,Botswana,Africa,11.05.2001,,2947,female,African,natural
5062,ELF0005062,Cameroon,Africa,08.03.1999,,2656,female,African,natural
5063,ELF0005063,Mozambique,Africa,15.06.2017,,3313,female,African,natural
5064,ELF0005064,Kenya,Africa,06.12.1974,07.06.2009,4779,male,African,natural
5065,ELF0005065,Zimbabwe,Africa,22.05.1987,08.05.2023,1487,female,African,natural
5066,ELF0005066,Botswana,Africa,20.07.1998,,6521,male,African,natural
5067,ELF0005067,Namibia,Africa,28.06.1971,08.07.1997,3805,male,African,natural
5068,ELF0005068,Botswana,Africa,30.11.1993,,5928,male,African,natural
5069,ELF0005069,South Africa,Africa,24.03.2004,,1724,female,African,natural
5070,ELF0005070,Zimbabwe,Africa,26.12.2012,,2157,female,African,natural
5071,ELF0005071,DR Congo,Africa,21.07.1985,19.11.2022,5404,male,African,natural
